method,group,gene,score,log10_two_sided_p
default,9,HBD,45.895926825848214,-459.1668271968268
default,9,SOX6,40.914637474968686,-365.2163206164446
default,9,CAT,43.60193875080126,-414.5627245658793
default,9,FTH1,37.89240603182343,-313.4644000619744
default,9,HMBS,49.343469645862314,-530.496792122616
default,9,PTMS,43.73849184683923,-417.1539107807628
default,9,HEBP1,39.94144166157117,-348.1188230878465
default,9,TUBA1B,49.012219284938695,-523.4191344895232
default,9,NFE2,38.31453792685609,-320.4546973388421
default,9,TESC,41.17519681841804,-369.86369601840033
default,9,KMT5A,39.74685414529713,-344.749544186946
default,9,HMGB1,39.11288160666622,-333.88631410579285
default,9,TFDP1,48.634893874543486,-515.415047911107
default,9,CDKN3,41.103637495751954,-368.58441812283405
default,9,DLGAP5,41.70356214158293,-379.3781616863128
default,9,SPTB,42.00961874034277,-384.9448569119666
default,9,GLRX5,38.395480755814305,-321.8039071771218
default,9,NUSAP1,47.731543368730826,-496.50366534581417
default,9,EPB42,40.140009178966025,-351.57395725310715
default,9,CCNB2,38.6493131549524,-326.05339739512016
default,9,PCLAF,40.22760793842798,-353.1036418895922
default,9,DNAJA4,41.35411287853511,-373.071933680358
default,9,IDH2,41.78978581549949,-380.94232305202866
default,9,PRC1,46.78781828544929,-477.12540301581186
default,9,HBM,48.80481377640938,-519.0118563723036
default,9,HBA1,38.47895748654043,-323.19833218196635
default,9,NME4,44.43069570762703,-430.41344765010047
default,9,HAGH,43.8364812174998,-419.0183125670081
default,9,AHSP,51.60232202569431,-580.0304868222552
default,9,TOP2A,43.668536790642776,-415.82545572755157
default,9,TUBG1,42.645444093769584,-396.63950516564904
default,9,SLC4A1,48.51283082313757,-512.8389934202175
default,9,SLC25A39,41.70721612476927,-379.4443821725193
default,9,CDC27,38.829178217769815,-329.08150423419903
default,9,MYL4,43.205526765688,-407.0863957039248
default,9,BIRC5,43.52297462475226,-413.0680210297751
default,9,FECH,41.80255538924964,-381.17424692576856
default,9,BSG,39.82240960858572,-346.0558338101252
default,9,EPOR,43.2200200382204,-407.3585374539491
default,9,PRDX2,51.908226913138115,-586.9088852252802
default,9,KLF1,48.0525967924763,-503.18424839796216
default,9,RAD23A,43.65925980506191,-415.6494441667316
default,9,BLVRB,48.89862624402832,-521.0030180286126
default,9,SLC1A5,38.66041713212644,-326.23993105149066
default,9,TPX2,43.017540305611895,-403.564814504742
default,9,MYBL2,40.08341440228217,-350.5874475432609
default,9,FAM210B,41.11451229200176,-368.7786854434553
default,9,C21orf58,41.01903099990638,-367.0747611418844
default,9,OSBP2,38.80796445672685,-328.72363096349034
default,9,H1F0,46.33470823084126,-467.9587063311621
default,9,RBX1,38.83666371866127,-329.20783023723277
default,9,SLC38A5,39.72046606000708,-344.2939004409568
default,9,GATA1,40.21545166574268,-352.89116516242575
default,9,ALAS2,39.41751147347521,-339.08442813087225
default,9,HMGB3,40.13895042765408,-351.5554892836941
default,11,CD52,40.00479050618125,-349.2192530073288
default,11,RALGPS2,38.646655284143755,-326.0087562529222
default,11,IGKC,49.843823275503766,-541.2779102902691
default,11,BANK1,39.644627212592006,-342.98607154545823
default,11,CD74,46.66415297209843,-474.61473452346246
default,11,LTB,37.8353377801192,-312.5253120433081
default,11,HLA-DRA,46.55059517260805,-472.31511697796697
default,11,HLA-DRB1,45.75666316728324,-456.3938684120907
default,11,HLA-DQA1,42.88704867893314,-401.12931295815594
default,11,HLA-DQB1,39.76479240149465,-345.05945707008755
default,11,HLA-DPA1,43.50138014124976,-412.6597326400734
default,11,HLA-DPB1,45.16475321812151,-444.701942922008
default,11,MS4A1,45.219332539044544,-445.7736764092932
default,11,IGHD,40.44402095730527,-356.897010534105
default,11,IGHM,41.992302932691025,-384.62882413347387
default,11,LINC00926,37.91897715421426,-313.90212407101615
default,11,CD79B,43.44311120423795,-411.5590478015404
default,11,CD79A,47.04989091229179,-482.4679756394258
default,11,CD37,46.32633850691935,-467.7902199740303
default,11,TNFRSF13C,38.21462062274635,-318.79312952783346
default,12,GZMA,45.625017849431174,-453.78034341912326
default,12,HLA-A,43.620248687095796,-414.90969795490514
default,12,HLA-C,47.29338916253456,-487.45861385301635
default,12,HLA-B,42.51597304725552,-394.243934127848
default,12,CD3D,43.415686390945304,-411.04151037388084
default,12,CALM1,41.73719328439414,-379.9878716900915
default,12,B2M,50.407431801869016,-553.5521433952116
default,12,IL32,50.79574087168409,-562.088949651925
default,12,CCL5,56.47319002798291,-694.3806209417821
default,12,GZMM,41.73245648450478,-379.9019669901586
default,12,HCST,44.7181509113574,-435.9809258735076
default,12,NKG7,47.58238088383364,-493.41506806115245
default,12,CST7,45.22502076255166,-445.88544622413144
default,12,TMSB4X,41.54888275801882,-376.58024985762336
default,13,SLC25A37,39.11351572840454,-333.8970927393185
tie_correct,0,RPL22,78.21690212199388,-1330.473014268615
tie_correct,0,TCEA3,40.735778281162254,-362.04321763203194
tie_correct,0,RPL11,82.32948957472072,-1473.8691331476475
tie_correct,0,RCAN3,70.97421693684487,-1095.7936143238762
tie_correct,0,NCMAP-DT,38.61198458386774,-325.4267139642614
tie_correct,0,LDLRAP1,49.27879677354332,-529.1112176732146
tie_correct,0,CD52,55.65917533218277,-674.5536852828436
tie_correct,0,LCK,60.741699546907725,-803.0581498135338
tie_correct,0,NDUFS5,42.19461878825208,-388.32943677162666
tie_correct,0,RPS8,76.0600043688995,-1258.203063942567
tie_correct,0,RPL5,77.17795667563976,-1295.4094858156823
tie_correct,0,CD2,59.96012443202664,-782.5673915331218
tie_correct,0,TXNIP,44.5399077113852,-432.5244582233143
tie_correct,0,RPS27,80.0059302288701,-1391.9496369205422
tie_correct,0,SSR2,43.374125673529335,-410.2578346041546
tie_correct,0,CD48,67.08940202967393,-979.3019066708791
tie_correct,0,TSTD1,43.065629873553604,-404.46422417932035
tie_correct,0,CD247,43.85206472743672,-419.31519745757095
tie_correct,0,GAS5,70.52297439288166,-1081.9260912623045
tie_correct,0,TRAF3IP3,40.35918123137466,-355.40748551282326
tie_correct,0,TOMM20,48.21213743268704,-506.5206638285363
tie_correct,0,CHRM3-AS2,45.7112064358038,-455.4905757647029
tie_correct,0,SH3YL1,48.94667738679057,-522.024379063598
tie_correct,0,RPS7,71.10926529789074,-1099.9610915445642
tie_correct,0,OST4,44.909188665617215,-439.700815127109
tie_correct,0,LBH,37.787671311603596,-311.7420186165951
tie_correct,0,ZFP36L2,37.757922792942956,-311.2536669695981
tie_correct,0,RPS27A,81.4453365897132,-1442.421090251701
tie_correct,0,AAK1,37.99785809906573,-315.2033880595042
tie_correct,0,TRABD2A,56.96169227787033,-706.417181637191
tie_correct,0,TMSB10,50.60904166567468,-557.976278366584
tie_correct,0,MAL,74.47813287133754,-1206.484235291029
tie_correct,0,MGAT4A,47.17406451936688,-485.00976989107295
tie_correct,0,RPL31,74.02783027873502,-1191.960397508874
tie_correct,0,MZT2B,43.383883605429595,-410.4417644324045
tie_correct,0,MZT2A,41.147459281012004,-369.3675636667481
tie_correct,0,CXCR4,39.26121923164407,-336.41247240965686
tie_correct,0,ZEB2,-43.61717771310512,-414.8514928248096
tie_correct,0,CYTIP,43.18751795680791,-406.7483693802352
tie_correct,0,ITGA6,39.17599841598243,-334.9600127387505
tie_correct,0,CD28,39.379650699607794,-338.4361912828225
tie_correct,0,EEF1B2,73.80540064527472,-1184.818748832223
tie_correct,0,RPL37A,73.94936289851746,-1189.4385573804127
tie_correct,0,ARL4C,39.81657974048002,-345.95495214195665
tie_correct,0,RPL32,84.27103449635258,-1544.1182211605258
tie_correct,0,OXNAD1,61.55115514878814,-824.5594395639546
tie_correct,0,RPL15,60.82465987594844,-805.2487123788004
tie_correct,0,RPSA,69.95804270268702,-1064.6893216246017
tie_correct,0,RPL14,81.23634451015872,-1435.0371459910095
tie_correct,0,TMA7,49.79828328672292,-540.2921645080273
tie_correct,0,RPL29,74.49472944659159,-1207.021215399628
tie_correct,0,RPL24,76.22763449293959,-1263.7473535632064
tie_correct,0,TRAT1,51.746551601018766,-583.2684870746632
tie_correct,0,RPL35A,80.89988642182122,-1423.1895177339131
tie_correct,0,RPL9,82.55860835984463,-1482.0739368113063
tie_correct,0,RHOH,39.98035162298429,-348.79451991068976
tie_correct,0,OCIAD2,45.947433163499724,-460.1945321507395
tie_correct,0,LEF1,64.2145674933917,-897.3147655992254
tie_correct,0,RPL34,84.97829887496913,-1570.1152485275038
tie_correct,0,SNHG8,53.068748342084774,-613.373101355237
tie_correct,0,INPP4B,40.93417543478957,-365.56378063382715
tie_correct,0,RPS3A,81.52022026837346,-1445.0714370078622
tie_correct,0,LINC02273,40.988027209718304,-366.5223298569917
tie_correct,0,RETREG1,41.821886909642146,-381.5254850286534
tie_correct,0,IL7R,70.51181556465683,-1081.584279931009
tie_correct,0,FYB1,45.580499138801144,-452.8982256170759
tie_correct,0,RPL37,80.01546287489877,-1392.2809309760844
tie_correct,0,BTF3,54.29163098404971,-641.8920639968183
tie_correct,0,NSA2,50.29467064083898,-551.0854025353732
tie_correct,0,RPS23,74.21530619833037,-1197.996455674232
tie_correct,0,COX7C,61.48684746991673,-822.8408542350189
tie_correct,0,CAMK4,49.09265904403917,-525.1334706565453
tie_correct,0,TNFAIP8,37.84635578044064,-312.70650891844184
tie_correct,0,HINT1,56.5790910820445,-696.9811980943317
tie_correct,0,TCF7,64.994665803965,-919.2075598267367
tie_correct,0,NDFIP1,46.13468657301384,-463.9404995582028
tie_correct,0,RPS14,84.404092788353,-1548.992477251241
tie_correct,0,ITK,40.959509956513806,-366.0145725113918
tie_correct,0,NPM1,66.94392641867877,-975.0669014249581
tie_correct,0,RACK1,64.0901333572881,-893.8470626884074
tie_correct,0,HIST1H4C,45.25468433044246,-446.4685432387881
tie_correct,0,HLA-C,44.890880331599334,-439.343628682323
tie_correct,0,LTB,68.00996012252612,-1006.313732589677
tie_correct,0,SNHG32,51.2529608912369,-572.2246483445689
tie_correct,0,GPSM3,41.533837942062846,-376.30866646678595
tie_correct,0,HLA-DRA,-39.887290677643364,-347.179549577846
tie_correct,0,HLA-DRB1,-39.04950559569696,-332.80994576852424
tie_correct,0,RPS18,80.19013487004685,-1398.3584026222713
tie_correct,0,CUTA,38.730095536651106,-327.4116671283923
tie_correct,0,RPS10,72.39550798099367,-1140.0503382976885
tie_correct,0,RPL10A,75.82683936519959,-1250.511527382482
tie_correct,0,EEF1A1,78.6395917254477,-1344.8725656519337
tie_correct,0,RPS12,84.04266555339963,-1535.77041947116
tie_correct,0,TNFAIP3,45.59297178037891,-453.1452785288524
tie_correct,0,ABRACL,38.99664645262145,-331.9135275847944
tie_correct,0,NDUFA4,39.382229508339194,-338.4803248577332
tie_correct,0,TOMM7,71.58698260873591,-1114.7665929754764
tie_correct,0,LRRN3,41.388145719518235,-373.6837671945975
tie_correct,0,TRBC1,54.62650695472379,-649.8149757926061
tie_correct,0,TRBC2,66.66622802231892,-967.0082121456003
tie_correct,0,GIMAP7,60.364320493399596,-793.131191407949
tie_correct,0,GIMAP4,41.3757200336509,-373.4603231973324
tie_correct,0,GIMAP1,43.19866450055497,-406.95757401272675
tie_correct,0,GIMAP5,38.4990457718702,-323.5343455043962
tie_correct,0,SARAF,67.59825592856123,-994.1876639060671
tie_correct,0,LEPROTL1,72.1387402344114,-1131.99008534691
tie_correct,0,AC026979.2,38.401469686687264,-321.90384770549326
tie_correct,0,RPS20,76.14256258123335,-1260.9321141789467
tie_correct,0,SNHG6,58.25450406248202,-738.7716241976879
tie_correct,0,RPL7,69.48626033689712,-1050.4008397164703
tie_correct,0,UQCRB,61.98828905110461,-836.289174506129
tie_correct,0,RPL30,84.87354131226971,-1566.2509546078636
tie_correct,0,COX6C,47.514446667422426,-492.01160561443675
tie_correct,0,EIF3E,60.90567762666188,-807.3908653305483
tie_correct,0,EIF3H,42.24902210886707,-389.3275733062507
tie_correct,0,LINC00861,40.70182954648976,-361.4425081912057
tie_correct,0,EEF1D,62.56733797102777,-851.9546949133068
tie_correct,0,RPL8,63.832962198041265,-886.7015790333038
tie_correct,0,RPS6,78.33174274970294,-1334.3775557454694
tie_correct,0,AQP3,39.665094837800005,-343.33878655495164
tie_correct,0,SUSD3,39.58875013246816,-342.0240773305629
tie_correct,0,AL499604.1,51.62270570190893,-580.4875589257682
tie_correct,0,ATP6V1G1,42.544144552967715,-394.7645652472714
tie_correct,0,RPL35,67.31715121412752,-985.9504683042671
tie_correct,0,RPL12,71.28563310373175,-1105.4155757782942
tie_correct,0,FAM102A,46.636673218420086,-474.05773865751627
tie_correct,0,RPL7A,67.51603706041831,-991.7748589977869
tie_correct,0,PRKCQ-AS1,69.14931671093686,-1040.2552664119632
tie_correct,0,VIM,38.16996684615826,-318.0519635477393
tie_correct,0,PPA1,40.02975473923494,-349.6533840119682
tie_correct,0,SPOCK2,52.6812269124006,-604.471143866894
tie_correct,0,ANAPC16,44.088533157697995,-423.83314555749484
tie_correct,0,RPS24,60.649424891637175,-800.6251532827987
tie_correct,0,ABLIM1,41.62616898398121,-377.9769405546931
tie_correct,0,RGS10,54.78765589842099,-653.6449893357482
tie_correct,0,IFITM2,41.305571630949665,-372.2001416997373
tie_correct,0,IFITM1,50.067415580934224,-546.130788213278
tie_correct,0,RPLP2,79.45748567227648,-1372.955638463482
tie_correct,0,HBB,-57.529585006824576,-720.5401325602936
tie_correct,0,EIF3F,39.34149474486456,-337.7835298962774
tie_correct,0,RPL27A,77.21582634634257,-1296.6793243396694
tie_correct,0,RPS13,81.0219240383024,-1427.4811214787537
tie_correct,0,CD6,42.79592498231264,-399.4329590008
tie_correct,0,CD5,37.74678802059376,-311.07097734201545
tie_correct,0,EEF1G,69.7366960102109,-1057.9735429363227
tie_correct,0,PLAAT4,49.83588567976435,-541.1060305400686
tie_correct,0,FAU,67.36113641469332,-987.2370998633148
tie_correct,0,CORO1B,39.76893016473027,-345.1309635592383
tie_correct,0,RPS3,79.52968807980396,-1375.44872172255
tie_correct,0,TMEM123,46.414073332709506,-469.55787331593723
tie_correct,0,CD3E,81.9865414344437,-1461.6306661600142
tie_correct,0,CD3D,86.08249615708226,-1611.13668109597
tie_correct,0,CD3G,82.71734970189544,-1487.7718734907614
tie_correct,0,ATP5MG,43.771495070719766,-417.7813835012486
tie_correct,0,RPS25,82.67992390871686,-1486.42750862418
tie_correct,0,ETS1,44.67682379012708,-435.1782879354269
tie_correct,0,AC005842.1,45.03743332648107,-442.2068835438263
tie_correct,0,CD27,73.48546444746289,-1174.58408587421
tie_correct,0,C12orf57,66.08149881172747,-950.1490990686048
tie_correct,0,LINC02446,38.68104018966522,-326.5865159628261
tie_correct,0,YBX3,-44.97936056576642,-441.0711813852216
tie_correct,0,ARHGDIB,38.62889075603884,-325.71046501324594
tie_correct,0,LDHB,77.70477028874856,-1313.130422655611
tie_correct,0,NELL2,44.47515995989607,-431.2722934092992
tie_correct,0,PCED1B-AS1,66.5558325668044,-963.8138843341517
tie_correct,0,PFDN5,58.922019140323656,-755.7611960233511
tie_correct,0,ATP5MC2,38.83849990081166,-329.2388215307605
tie_correct,0,HNRNPA1,40.5929651867631,-359.51957038830955
tie_correct,0,RPS26,68.99679304357295,-1035.6788957474382
tie_correct,0,RPL41,76.01855977402813,-1256.8341841982756
tie_correct,0,NACA,71.74529957209711,-1119.695042351522
tie_correct,0,RPL6,72.14867324591354,-1132.3013623988932
tie_correct,0,PEBP1,41.369227191685894,-373.34359279413223
tie_correct,0,RPLP0,52.61738165522315,-603.0107764908045
tie_correct,0,RPL21,78.71529327883282,-1347.459643322782
tie_correct,0,TPT1,86.32394022155643,-1620.1769791300699
tie_correct,0,ITM2B,46.714633022140745,-475.63878488379515
tie_correct,0,COMMD6,59.48810887473145,-770.3208903404602
tie_correct,0,GPR183,38.21397472561346,-318.78240272156484
tie_correct,0,TRAC,78.19791625514128,-1329.82805302659
tie_correct,0,RPS29,83.55231421850259,-1517.9226269504707
tie_correct,0,RPL36AL,52.38084133817572,-597.6156843111252
tie_correct,0,SRSF5,46.9122849317075,-479.6590436214144
tie_correct,0,CALM1,49.40993874336189,-531.9227416072126
tie_correct,0,LINC01550,39.58403494822229,-341.942961503517
tie_correct,0,BCL11B,67.67940760294866,-996.5720290805357
tie_correct,0,SNRPN,41.46721008931017,-375.1071063493154
tie_correct,0,B2M,55.50014507913228,-670.713780773182
tie_correct,0,RPL4,56.689626980210335,-699.7007850026995
tie_correct,0,RPLP1,69.33449264729943,-1045.8249227925373
tie_correct,0,RPS17,62.16790372046361,-841.1328732946382
tie_correct,0,HBA2,-53.27301821992929,-618.0917321322123
tie_correct,0,HBA1,-47.99590977617066,-502.00143391735384
tie_correct,0,RPS2,72.2077734858025,-1134.1543096904022
tie_correct,0,IL32,74.4173485087691,-1204.518586050888
tie_correct,0,SOCS1,38.70783517712874,-327.03710019112106
tie_correct,0,RPS15A,84.29249181363181,-1544.903736126734
tie_correct,0,LAT,54.73450072952276,-652.3804087546806
tie_correct,0,COX4I1,52.6008412406869,-602.632727188874
tie_correct,0,APRT,50.59459788022206,-557.658736553228
tie_correct,0,RPL13,83.0685075860918,-1500.4153760405577
tie_correct,0,RPL26,72.04038606772754,-1128.91021101761
tie_correct,0,SNHG29,61.99233958951638,-836.3982516723042
tie_correct,0,RPL23A,74.4386228828347,-1205.2063758523268
tie_correct,0,SLFN5,45.47748403432602,-450.86032730491775
tie_correct,0,RPL23,64.92197797858054,-917.1564748807903
tie_correct,0,RPL19,80.53489439964316,-1410.392716385549
tie_correct,0,CCR7,61.895488098812265,-833.7920838760571
tie_correct,0,EIF1,44.3521730549565,-428.8988455303878
tie_correct,0,RPL27,73.74221736493907,-1182.7940126339568
tie_correct,0,TOB1,38.83602215604718,-329.1970022145966
tie_correct,0,PRKCA,39.014058060544556,-332.20867051254294
tie_correct,0,RPL38,79.99696136770255,-1391.6379724628487
tie_correct,0,SOCS3,38.58679659541598,-325.0041920417351
tie_correct,0,CD7,59.694629545294084,-775.6671914324808
tie_correct,0,MYL12A,53.14616287969726,-615.1592441549267
tie_correct,0,RPL17,75.62786049087443,-1243.9663753507177
tie_correct,0,BCL2,39.53025390953,-341.01844315761616
tie_correct,0,GZMM,41.99485270655633,-384.6753521758376
tie_correct,0,CIRBP,40.402586348809926,-356.1691557706691
tie_correct,0,RPS15,75.51173259950482,-1240.1544435743488
tie_correct,0,TLE5,47.31565453637134,-487.91623999171696
tie_correct,0,EEF2,40.44896468151097,-356.98390347281463
tie_correct,0,RPL36,81.25688412209387,-1435.7619950588671
tie_correct,0,ALKBH7,38.909157733668486,-330.43250411381604
tie_correct,0,RPS28,82.06823925958565,-1464.5415054164318
tie_correct,0,EIF3G,39.61907779549803,-342.5460380442342
tie_correct,0,JUNB,55.08834845921499,-660.8216701499393
tie_correct,0,C19orf53,43.77446140613042,-417.8378040138209
tie_correct,0,DNAJB1,44.93741405590362,-440.2517634496683
tie_correct,0,KLF2,47.41915424802913,-490.04632231082763
tie_correct,0,RPL18A,70.74651642965313,-1088.7849032991232
tie_correct,0,UBA52,67.22128627227369,-983.1491888953954
tie_correct,0,FXYD5,44.951373909884595,-440.5243820274544
tie_correct,0,HCST,49.572502442089146,-535.4182727485411
tie_correct,0,EIF3K,44.74118087542855,-436.4285258159424
tie_correct,0,GMFG,44.94142085776919,-440.33000264883987
tie_correct,0,RPS16,81.07001063814803,-1429.1739223905927
tie_correct,0,BLVRB,-38.03981474456177,-315.8966284093938
tie_correct,0,RPS19,71.37745725498738,-1108.2607454943625
tie_correct,0,SNRPD2,48.74513702021247,-517.7472104707502
tie_correct,0,NOP53,60.89436184045322,-807.0914986254136
tie_correct,0,RPL18,76.76804354090588,-1281.704208433647
tie_correct,0,FLT3LG,57.56035895019409,-721.3094505640088
tie_correct,0,RPL13A,72.75777458232533,-1151.471016245336
tie_correct,0,RPS11,52.21732633370207,-593.9003778885
tie_correct,0,NOSIP,64.4059628218081,-902.6616511699908
tie_correct,0,RPS9,72.5180285166607,-1143.9064964866484
tie_correct,0,RPL28,78.72632528332954,-1347.8368664796237
tie_correct,0,RPS5,70.61339324345522,-1084.6977477240378
tie_correct,0,ZFAS1,40.49960764057652,-357.8746359536925
tie_correct,0,TSHZ2,43.193341612510416,-406.85766431400856
tie_correct,0,RPS21,78.24556157181668,-1331.4468893682654
tie_correct,0,LIME1,66.38952525743103,-959.011719510716
tie_correct,0,RGL4,43.12346996975941,-405.54732579714005
tie_correct,0,MIF,50.43207397469411,-554.0919456483227
tie_correct,0,SELENOM,40.00873143784619,-349.2877683015253
tie_correct,0,PIK3IP1,55.24677204366653,-664.6185819188527
tie_correct,0,RPL3,80.14247787496579,-1396.6989288543455
tie_correct,0,SMDT1,43.80307279579508,-418.3821965742472
tie_correct,0,TMSB4X,51.97366063521714,-588.3854639321008
tie_correct,0,UXT,49.314302294360786,-529.8716757006093
tie_correct,0,RPS4X,77.94651684557506,-1321.302622961444
tie_correct,0,ITM2A,43.977210717537794,-421.70320372248324
tie_correct,0,RPL36A,73.61275239756422,-1178.6506653396368
tie_correct,0,RPL39,79.4885298125592,-1374.027286894595
tie_correct,0,CD40LG,42.17791206619191,-388.0231767370356
tie_correct,0,RPL10,79.12258551536223,-1361.4214424668496
tie_correct,0,RPS4Y1,67.93222123303987,-1004.0184253138277
tie_correct,1,NADK,46.55023711606708,-472.3078749586581
tie_correct,1,VAMP3,37.73028683647916,-310.80033926893424
tie_correct,1,ENO1,46.59786793703936,-473.2717403610608
tie_correct,1,RBP7,84.79189845652853,-1563.242619470232
tie_correct,1,KIF1B,42.42775497335745,-392.61582455314385
tie_correct,1,PGD,76.46303948505718,-1271.5538645475049
tie_correct,1,AGTRAP,66.33444184692395,-957.4238198663652
tie_correct,1,TNFRSF1B,54.98872322393777,-658.4395492866279
tie_correct,1,EFHD2,57.900994401736895,-729.8524625388922
tie_correct,1,PADI2,46.841702342408205,-478.22144032484306
tie_correct,1,PADI4,62.99638440157555,-863.6559623339103
tie_correct,1,ARHGEF10L,48.907616923568206,-521.1940450570213
tie_correct,1,CDA,89.95221208869883,-1759.0774106912038
tie_correct,1,SH3BGRL3,52.86364940319858,-608.6535447452743
tie_correct,1,UBXN11,47.05665505077504,-482.6062630281691
tie_correct,1,FGR,76.41958618620139,-1270.1110533869673
tie_correct,1,THEMIS2,59.87426094845315,-780.3324551805716
tie_correct,1,PTAFR,83.48060449085295,-1515.3212894551832
tie_correct,1,LAPTM5,42.1658854302682,-387.8027849107041
tie_correct,1,KIAA0319L,38.19610033180928,-318.48562363458376
tie_correct,1,AGO4,48.40112684073901,-510.4872276642419
tie_correct,1,CSF3R,92.4869881761854,-1859.5075943859042
tie_correct,1,MYCL,50.64577126424861,-558.7841743463867
tie_correct,1,MFSD2A,38.005449950696025,-315.3287699275156
tie_correct,1,CAP1,48.61336622602992,-514.9602523222803
tie_correct,1,PPT1,56.34214534806723,-691.1693405014141
tie_correct,1,ATP6V0B,51.49086301430993,-577.5343823643997
tie_correct,1,WLS,51.56907787759452,-579.2854257099171
tie_correct,1,GNG5,38.22200240807775,-318.91573618262845
tie_correct,1,LMO4,38.03223151655229,-315.7712758516008
tie_correct,1,EVI5,47.57368473182478,-493.2353012319797
tie_correct,1,DPYD,51.178162697037514,-570.5603055604881
tie_correct,1,SLC25A24,38.800506140645574,-328.59785658831254
tie_correct,1,FAM102B,38.7452558372926,-327.6668870764088
tie_correct,1,SORT1,57.41902258526402,-717.7795741137975
tie_correct,1,C1orf162,54.44089023276911,-645.417410714666
tie_correct,1,SLC22A15,43.47281925590274,-412.12004090556627
tie_correct,1,NOTCH2,45.4166368952801,-449.6587816247336
tie_correct,1,FCGR1B,42.75660897023589,-398.7021671875337
tie_correct,1,NBPF14,38.92034064114701,-330.62162504235124
tie_correct,1,FCGR1A,60.16204330240436,-787.8357424308745
tie_correct,1,MTMR11,56.438604110587626,-693.5323607697726
tie_correct,1,PLEKHO1,51.20470445147836,-571.1506110171644
tie_correct,1,ADAMTSL4,41.4412955960255,-374.6402873946154
tie_correct,1,MCL1,51.24130200076471,-571.9650653112561
tie_correct,1,CTSS,66.73896806975803,-969.1158607117093
tie_correct,1,TNFAIP8L2,45.588174038189514,-453.0502388492619
tie_correct,1,SNX27,50.24484648658657,-549.997217536053
tie_correct,1,S100A10,55.25913592892682,-664.9153634831335
tie_correct,1,S100A11,70.81461208298425,-1090.8785546757233
tie_correct,1,S100A9,74.48660315859294,-1206.7582754277232
tie_correct,1,S100A12,105.89468979965595,-2437.143802665332
tie_correct,1,S100A8,81.61734242731642,-1448.5124939709776
tie_correct,1,S100A6,61.94470687681243,-835.1159984635689
tie_correct,1,S100A4,60.95760411347222,-808.7653282357805
tie_correct,1,TPM3,48.91164189028041,-521.2795758181474
tie_correct,1,IL6R,57.983511807330814,-731.9295487234301
tie_correct,1,ADAM15,52.20015828236628,-593.510967323473
tie_correct,1,LAMTOR2,37.7178472094583,-310.5963934446636
tie_correct,1,SEMA4A,59.59479446067159,-773.0803998396225
tie_correct,1,ARHGEF11,38.893315775624096,-330.1646840617715
tie_correct,1,CD1D,71.42381903694152,-1109.6986553859876
tie_correct,1,MNDA,105.82146038253082,-2433.776883976032
tie_correct,1,PEA15,40.14905034415964,-351.73168356821253
tie_correct,1,FCER1G,86.92733763661685,-1642.8804399120554
tie_correct,1,FCGR2A,73.89915655594059,-1187.8263930218327
tie_correct,1,CREG1,44.8817412197112,-439.16538362122543
tie_correct,1,F5,46.636073232159625,-474.045581001908
tie_correct,1,SELL,39.35332396589211,-337.98580231250713
tie_correct,1,SOAT1,42.47069982016715,-393.4079716617081
tie_correct,1,QSOX1,55.39934695913022,-668.2856199991717
tie_correct,1,GLUL,43.07863578175386,-404.70764356002053
tie_correct,1,NCF2,100.82270279795229,-2209.4505729586317
tie_correct,1,ARPC5,49.99411753954494,-544.5375263179634
tie_correct,1,PTGS2,61.387737412185984,-820.1957116270828
tie_correct,1,RGS18,79.10048865265112,-1360.662123732998
tie_correct,1,RGS2,62.560154729738926,-851.7594685811716
tie_correct,1,RNPEP,49.28478242339389,-529.2393801004231
tie_correct,1,SRGAP2,39.63476748927531,-342.8162255461056
tie_correct,1,G0S2,46.44363124445244,-470.1541491978869
tie_correct,1,ATF3,49.82440574362683,-540.8574937592161
tie_correct,1,MARC1,62.42254827991644,-848.0239219845009
tie_correct,1,HLX,51.59168047824458,-579.791938406548
tie_correct,1,TLR5,46.89063495739118,-479.2178540240744
tie_correct,1,CAPN2,44.09649056193226,-423.98560125918016
tie_correct,1,RHOU,42.05260242092854,-385.72991946900254
tie_correct,1,LYST,56.95320534328596,-706.2071815565324
tie_correct,1,NLRP3,80.46252194376638,-1407.8621745189475
tie_correct,1,FAM49A,40.8301479729995,-363.7156799657886
tie_correct,1,RHOB,68.92815495682775,-1033.6227514750144
tie_correct,1,FOSL2,57.64633377337788,-723.4609146584651
tie_correct,1,NLRC4,49.22736751563387,-528.0106751583287
tie_correct,1,QPCT,76.33609962311297,-1267.341289820632
tie_correct,1,CDC42EP3,47.92651023229914,-500.555262895919
tie_correct,1,CYP1B1,77.47662182500281,-1305.4411791195644
tie_correct,1,SLC8A1,67.36753564561455,-987.4243567407909
tie_correct,1,RHOQ,45.07514306622981,-442.94513944235734
tie_correct,1,RTN4,41.05188218873248,-367.66056496101913
tie_correct,1,CCDC88A,65.68931586034539,-938.9247220152555
tie_correct,1,ACTR2,49.52105710070201,-534.3108268251794
tie_correct,1,PLEK,51.29205157112048,-573.0954257005437
tie_correct,1,MXD1,56.61285518950166,-697.8113557870728
tie_correct,1,NAGK,50.63644039476539,-558.578879149325
tie_correct,1,DYSF,53.7906968473558,-630.1312274069379
tie_correct,1,HK2,55.18921912466559,-663.2379604425814
tie_correct,1,TMSB10,44.276991049416715,-427.4511882895259
